Time,Z,X,Y
300.05,5.334978,-2.437213,0.603584
300.06,5.335733,-2.443623,0.602874
300.07,5.455494,-2.217232,0.580206
300.08,5.455091,-2.22403,0.578621
300.09,5.337074,-2.435229,0.603303
300.1,5.340551,-2.439154,0.606403
300.11,5.461949,-2.216392,0.587281
300.12,5.46208,-2.213454,0.581182
300.13,5.462471,-2.212324,0.583373
300.14,5.46672,-2.199306,0.586324
300.15,5.462914,-2.191297,0.585653
300.16,5.46735,-2.1989,0.585414
300.17,5.468775,-2.198892,0.585513
300.18,5.462132,-2.204054,0.585161
300.19,5.680493,-2.449124,0.633481
300.2,6.616491,-3.086771,0.825342
300.21,8.637764,-3.154172,1.35623
300.22,10.642761,-2.598751,1.593391
300.23,12.12332,-1.465217,1.456595
300.24,12.855294,-0.61236,1.306089
300.25,12.993937,-0.45039,1.288097
300.26,12.886877,-0.519559,1.305183
300.27,12.842214,-0.532447,1.290215
300.28,12.783197,-0.70661,1.322987
300.29,12.5954,-1.017172,1.404259
300.3,12.38466,-1.076033,1.375907
300.31,12.354459,-1.075525,1.356025
300.32,12.458661,-1.140957,1.408882
300.33,12.437007,-1.066564,1.397333
300.34,12.364305,-1.084819,1.352948
300.35,12.424086,-1.142482,1.396152
300.36,12.462555,-1.090088,1.409331
300.37,12.377123,-1.093988,1.360536
300.38,12.42065,-1.142078,1.391502
300.39,12.403428,-1.125581,1.392242
300.4,12.417006,-1.1322,1.382614
300.41,12.420671,-1.137286,1.396537
300.42,12.448365,-1.108286,1.420272
300.43,12.418593,-1.067199,1.386408
300.44,12.454427,-1.081581,1.403515
300.45,12.424844,-1.151487,1.398895
300.46,12.393055,-1.108527,1.374057
300.47,12.42641,-1.127408,1.38932
300.48,12.433317,-1.055061,1.392786
300.49,12.451274,-1.061833,1.403937
300.5,12.449894,-1.058199,1.40021
300.51,12.434493,-1.124665,1.397101
300.52,12.450512,-1.048458,1.401572
300.53,12.448149,-1.056715,1.40603
300.54,12.457155,-1.059882,1.411961
300.55,12.42573,-1.113442,1.399231
300.56,12.380382,-1.063201,1.412194
300.57,12.462495,-1.048287,1.400335
300.58,12.454904,-1.053553,1.401242
300.59,12.455123,-1.067405,1.398625
300.6,12.428977,-1.134174,1.395476
300.61,12.454833,-1.065701,1.392311
300.62,12.451642,-1.068906,1.391626
300.63,12.416937,-1.111995,1.369783
300.64,12.421734,-1.119915,1.386116
300.65,12.417044,-1.050717,1.391892
300.66,12.390647,-1.12478,1.381108
300.67,12.414517,-1.147609,1.394383
300.68,12.444605,-1.085537,1.415612
300.69,12.442905,-1.083822,1.414353
300.7,12.413083,-1.139128,1.405481
300.71,12.43998,-1.084815,1.41482
300.72,12.450346,-1.085089,1.412483
300.73,12.420956,-1.138605,1.402961
300.74,12.397587,-1.104707,1.38761
300.75,12.450127,-1.071494,1.410967
300.76,12.450155,-1.070979,1.409007
300.77,12.418652,-1.049855,1.38337
300.78,12.445869,-1.074975,1.407038
300.79,12.422791,-1.040629,1.38598
300.8,12.424741,-1.114247,1.393574
300.81,12.452375,-1.065815,1.407491
300.82,12.423532,-1.125649,1.395702
300.83,12.42972,-1.127928,1.388076
300.84,12.402831,-1.10076,1.383887
300.85,12.401018,-1.09917,1.378774
300.86,12.457419,-1.070165,1.404015
300.87,12.457885,-1.073448,1.405575
300.88,12.456919,-1.063015,1.400028
300.89,12.459264,-1.060329,1.40125
300.9,12.457705,-1.071478,1.398458
300.91,12.431202,-1.044182,1.380817
300.92,12.400896,-1.114097,1.374084
300.93,12.453435,-1.071764,1.402302
300.94,12.421015,-1.05249,1.379325
300.95,12.39977,-1.094005,1.37786
300.96,12.400781,-1.105265,1.374719
300.97,12.423656,-1.056439,1.380809
300.98,12.446979,-1.086673,1.407451
300.99,12.419862,-1.13175,1.395022
301,12.416751,-1.12239,1.393706
301.01,12.417768,-1.128689,1.397184
301.02,12.394002,-1.112819,1.381027
301.03,12.411127,-1.138431,1.391247
301.04,12.391179,-1.108028,1.380076
301.05,12.417101,-1.127211,1.395533
301.06,12.414876,-1.132003,1.390631
301.07,12.392374,-1.110145,1.371457
301.08,12.416584,-1.13872,1.393112
301.09,12.417473,-1.139714,1.386567
301.1,12.392147,-1.111719,1.373362
301.11,12.393428,-1.10832,1.37739
301.12,12.417687,-1.122695,1.385341
301.13,12.416204,-1.130181,1.393609
301.14,12.391728,-1.111275,1.374979
301.15,12.390925,-1.110807,1.376499
301.16,12.41221,-1.137484,1.396078
301.17,12.391953,-1.106906,1.377685
301.18,12.415389,-1.14395,1.39563
301.19,12.41478,-1.144852,1.399103
301.2,12.416431,-1.142769,1.400676
301.21,12.38984,-1.109043,1.38267
301.22,12.543564,-0.937287,1.359931
301.23,12.596724,-0.583078,1.272775
301.24,12.612465,0.241749,1.073964
301.25,12.64478,1.852364,0.680792
301.26,12.418548,3.670401,0.059528
301.27,11.56266,5.127167,-0.465089
301.28,10.243567,5.802889,-0.681172
301.29,9.212462,5.772602,-0.685047
301.3,8.946937,5.493481,-0.574553
301.31,9.36874,5.406918,-0.463763
301.32,9.810198,5.364742,-0.443309
301.33,9.853182,5.361881,-0.405386
301.34,9.588541,5.341275,-0.455227
301.35,9.346626,5.394605,-0.564572
301.36,9.098886,5.430715,-0.626487
301.37,8.801105,5.569778,-0.623974
301.38,8.61938,5.625663,-0.616894
301.39,8.64243,5.617345,-0.583794
301.4,8.740757,5.612153,-0.631481
301.41,8.802987,5.545922,-0.640936
301.42,8.778125,5.545288,-0.645099
301.43,8.782096,5.554379,-0.651039
301.44,8.738282,5.686139,-0.57548
301.45,8.767011,5.641408,-0.597683
301.46,8.755176,5.633121,-0.586456
301.47,8.767672,5.631672,-0.586267
301.48,8.774648,5.650789,-0.59487
301.49,8.770546,5.635033,-0.593869
301.5,8.722183,5.683797,-0.577361
301.51,8.723352,5.689543,-0.574427
301.52,8.788884,5.5336,-0.639054
301.53,8.787129,5.531408,-0.639646
301.54,8.785176,5.543618,-0.641868
301.55,8.796864,5.546694,-0.648193
301.56,8.792318,5.544617,-0.64088
301.57,8.788616,5.542377,-0.642355
301.58,8.797593,5.544182,-0.637722
301.59,8.795272,5.546305,-0.638798
301.6,8.787998,5.553709,-0.647611
301.61,8.793142,5.550256,-0.643131
301.62,8.795479,5.571552,-0.64217
301.63,8.792974,5.576517,-0.640937
301.64,8.794723,5.569045,-0.64685
301.65,8.734144,5.693041,-0.576503
301.66,8.771289,5.637725,-0.591164
301.67,8.756511,5.619497,-0.618455
301.68,8.787353,5.563574,-0.645786
301.69,8.789257,5.554881,-0.631103
301.7,8.735857,5.681899,-0.574276
301.71,8.71634,5.839553,-0.63966
301.72,8.740702,6.740976,-0.758904
301.73,8.787046,8.167165,-1.073087
301.74,8.021495,9.744321,-1.416423
301.75,6.420014,10.538918,-1.520155
301.76,4.88079,9.826695,-1.31899
301.77,4.426116,8.289121,-1.071525
301.78,4.850922,7.267244,-0.802736
301.79,5.428391,6.941721,-0.808191
301.8,5.36773,7.300188,-0.817912
301.81,5.105489,7.907741,-0.975136
301.82,5.009707,8.389301,-1.048809
301.83,5.183667,8.723242,-1.099062
301.84,5.313181,8.738865,-1.086173
301.85,5.203793,8.534219,-1.034876
301.86,5.006729,8.25211,-1.018951
301.87,4.939239,7.964981,-1.055906
301.88,4.936235,7.809468,-0.915727
301.89,4.977376,7.750257,-0.897093
301.9,4.975974,7.846064,-0.918772
301.91,4.977419,7.877426,-1.038826
301.92,5.021842,7.897251,-1.045914
301.93,5.019399,7.872593,-1.0313
301.94,4.996222,7.878694,-1.03349
301.95,4.99448,7.87674,-1.033092
301.96,5.001886,7.86769,-1.030921
301.97,5.010033,7.893753,-1.044153
301.98,5.006771,7.896482,-1.041303
301.99,5.004117,7.879461,-1.031864
302,5.00282,7.882206,-1.030282
302.01,5.00696,7.898717,-1.03563
302.02,5.006499,7.874055,-1.032834
302.03,5.007247,7.879355,-1.040968
302.04,5.003128,7.880682,-1.042367
302.05,5.006953,7.870049,-1.037865
302.06,5.003024,7.870991,-1.026489
302.07,5.004072,7.874308,-1.039154
302.08,5.005425,7.867416,-1.031236
302.09,5.007687,7.876483,-1.038748
302.1,5.005612,7.882377,-1.029511
302.11,5.006033,7.874908,-1.031395
302.12,5.02369,7.849364,-1.004775
302.13,5.003135,7.880414,-1.039705
302.14,5.003876,7.876829,-1.042655
302.15,5.003406,7.874695,-1.032927
302.16,5.00365,7.872655,-1.032846
302.17,5.023993,7.843015,-1.00154
302.18,5.006562,7.874466,-1.03676
302.19,5.006214,7.881755,-1.040587
302.2,5.011538,7.911233,-1.042319
302.21,5.027121,7.981841,-1.054337
302.22,5.036568,8.079432,-1.070713
302.23,5.040038,8.233306,-1.031906
302.24,5.047166,8.237437,-1.028478
302.25,5.038191,8.220468,-1.02971
302.26,5.025864,8.229921,-1.026716
302.27,5.038624,8.232968,-1.021816
302.28,5.046715,8.231148,-1.022604
302.29,5.036923,8.227631,-1.028495
302.3,5.0342,8.223866,-1.036537
302.31,5.041461,8.20999,-1.034159
302.32,5.064033,8.125558,-1.082118
302.33,5.036407,8.209991,-1.032287
302.34,5.038785,8.219236,-1.033249
302.35,5.040718,8.218156,-1.03743
302.36,5.037948,8.226012,-1.040165
302.37,5.038829,8.226275,-1.036574
302.38,5.040272,8.229646,-1.035143
302.39,5.041316,8.224284,-1.038016
302.4,5.040552,8.225618,-1.039942
302.41,5.040073,8.224288,-1.042401
302.42,5.038167,8.226949,-1.035508
302.43,5.040876,8.227914,-1.031987
302.44,5.041731,8.223891,-1.032258
302.45,5.039701,8.22528,-1.03102
302.46,5.043869,8.22726,-1.034925
302.47,5.045937,8.225278,-1.030662
302.48,5.038931,8.23854,-1.034066
302.49,5.040871,8.23177,-1.025978
302.5,5.042186,8.229598,-1.03387
302.51,5.039983,8.228875,-1.034461
302.52,5.037571,8.232561,-1.031059
302.53,5.03744,8.229902,-1.026893
302.54,5.060224,8.151269,-1.076671
302.55,5.036959,8.225869,-1.02356
302.56,5.03298,8.223364,-1.020881
302.57,5.030712,8.223553,-1.021207
302.58,5.032835,8.223262,-1.024846
302.59,5.032954,8.219544,-1.020048
302.6,5.03579,8.217307,-1.024847
302.61,5.034636,8.21412,-1.028452
302.62,5.032238,8.203685,-1.023101
302.63,5.032234,8.207422,-1.027681
302.64,5.035015,8.210554,-1.025927
302.65,5.034764,8.216098,-1.021581
302.66,5.035253,8.217628,-1.024551
302.67,5.032938,8.218539,-1.024693
302.68,5.034628,8.212751,-1.026736
302.69,5.035694,8.209674,-1.02393
302.7,5.037767,8.215599,-1.027638
302.71,5.037687,8.221629,-1.029229
302.72,5.035183,8.214872,-1.032323
302.73,5.039693,8.219071,-1.033273
302.74,5.043797,8.233479,-1.030283
302.75,5.042827,8.234998,-1.026713
302.76,5.042602,8.236623,-1.02838
302.77,5.04419,8.23306,-1.034644
302.78,5.048088,8.233154,-1.027221
302.79,5.04801,8.232888,-1.027848
302.8,5.047233,8.225566,-1.02642
302.81,5.044702,8.226583,-1.034625
302.82,5.042798,8.230232,-1.035514
302.83,5.042641,8.232821,-1.035
302.84,5.048097,8.223319,-1.027848
302.85,5.043276,8.218172,-1.034973
302.86,5.038189,8.212833,-1.029255
302.87,5.034371,8.209779,-1.029907
302.88,5.037364,8.207273,-1.035192
302.89,5.037072,8.193029,-1.031176
302.9,5.038733,8.203911,-1.028063
302.91,5.039743,8.209631,-1.026558
302.92,5.035933,8.200294,-1.02811
302.93,5.037235,8.203835,-1.030331
302.94,5.037389,8.209885,-1.035585
302.95,5.038127,8.211346,-1.026679
302.96,5.035876,8.20756,-1.023777
302.97,5.036625,8.209541,-1.026748
302.98,5.033675,8.209867,-1.029425
302.99,5.035463,8.216021,-1.031576
303,5.033933,8.215431,-1.031129
303.01,5.039604,8.217814,-1.027213
303.02,5.033756,8.21571,-1.024735
303.03,5.034567,8.216754,-1.027585
303.04,5.036819,8.226728,-1.034829
303.05,5.038567,8.222775,-1.031289
303.06,5.04059,8.233376,-1.028894
303.07,5.04026,8.235861,-1.022394
303.08,5.041078,8.23994,-1.026057
303.09,5.039587,8.233232,-1.030373
303.1,5.037838,8.227924,-1.029594
303.11,5.037063,8.228769,-1.02655
303.12,5.040415,8.232419,-1.026348
303.13,5.039831,8.233814,-1.025851
303.14,5.037232,8.226516,-1.028168
303.15,5.036906,8.221994,-1.02776
303.16,5.03549,8.22089,-1.02479
303.17,5.035266,8.216298,-1.022612
303.18,5.036181,8.217181,-1.023358
303.19,5.036997,8.223412,-1.025563
303.2,5.031849,8.221966,-1.024448
303.21,5.032818,8.230859,-1.024065
303.22,5.032652,8.226715,-1.024425
303.23,5.031156,8.224311,-1.022444
303.24,5.030977,8.22067,-1.026251
303.25,5.030777,8.210562,-1.02435
303.26,5.032813,8.221014,-1.024281
303.27,5.034901,8.2231,-1.024278
303.28,5.033495,8.224993,-1.026577
303.29,5.032843,8.21706,-1.030027
303.3,5.032398,8.214613,-1.028362
303.31,5.034443,8.224368,-1.025809
303.32,5.036203,8.228237,-1.024786
303.33,5.034759,8.223504,-1.020686
303.34,5.034951,8.22801,-1.02376
303.35,5.035836,8.232042,-1.027266
303.36,5.034041,8.220561,-1.030098
303.37,5.03415,8.224318,-1.026784
303.38,5.03839,8.226355,-1.031753
303.39,5.038084,8.221455,-1.031137
303.4,5.037756,8.223355,-1.030927
303.41,5.033056,8.213029,-1.03019
303.42,5.036126,8.210311,-1.028464
303.43,5.035801,8.217999,-1.027107
303.44,5.03683,8.215559,-1.029297
303.45,5.037068,8.221272,-1.030208
303.46,5.038925,8.227407,-1.030117
303.47,5.040141,8.220721,-1.033446
303.48,5.036718,8.223666,-1.030925
303.49,5.037961,8.219232,-1.030729
303.5,5.036391,8.224602,-1.023578
303.51,4.876886,8.685417,-1.036067
303.52,4.355917,9.786602,-1.246725
303.53,3.275312,11.092074,-1.330918
303.54,1.583746,11.795522,-1.275374
303.55,0.004988,11.773181,-1.130468
303.56,-1.033711,11.454413,-0.973192
303.57,-0.996917,11.296856,-1.010139
303.58,-0.489967,10.723205,-0.990222
303.59,-0.004252,9.96224,-0.944724
303.6,0.145175,9.571813,-0.883683
303.61,0.024165,9.803834,-0.921339
303.62,-0.097372,10.282854,-0.947184
303.63,-0.150466,10.511207,-1.036124
303.64,-0.101665,10.870461,-1.00877
303.65,-0.049145,10.982695,-1.008918
303.66,-0.102737,10.893603,-0.99267
303.67,-0.141376,10.847674,-0.988856
303.68,-0.08958,10.934638,-1.006446
303.69,-0.069525,10.899454,-1.018287
303.7,-0.125636,10.837806,-1.003009
303.71,-0.131875,10.88153,-1.016256
303.72,-0.104165,10.840733,-0.999518
303.73,-0.098948,10.871969,-0.998494
303.74,-0.140097,10.867871,-1.012765
303.75,-0.112234,10.850109,-1.002114
303.76,-0.097124,10.877235,-1.00182
303.77,-0.119347,10.887648,-1.007638
303.78,-0.128509,10.857709,-1.010683
303.79,-0.434397,10.435308,-1.009286
303.8,-1.282854,9.568391,-0.911191
303.81,-2.170187,8.006328,-0.812153
303.82,-2.250725,6.062346,-0.754767
303.83,-1.755089,4.41651,-0.636181
303.84,-0.730057,4.135329,-0.680156
303.85,-0.079458,4.719645,-0.610957
303.86,0.015369,5.155411,-0.68788
303.87,-0.481798,5.048174,-0.77491
303.88,-1.057454,5.213818,-0.739984
303.89,-1.225382,5.273206,-0.735059
303.9,-0.940917,5.443172,-0.772608
303.91,-0.74277,5.170474,-0.731286
303.92,-0.556904,4.925104,-0.678865
303.93,-0.485067,4.906814,-0.665726
303.94,-0.269177,5.066214,-0.692928
303.95,-0.280229,5.067028,-0.695108
303.96,-0.316918,5.070421,-0.706311
303.97,-0.322156,5.088074,-0.708316
303.98,-0.288622,5.069421,-0.696167
303.99,-0.301297,5.094971,-0.707928
304,-0.314693,5.052153,-0.701605
304.01,-0.303459,5.064186,-0.704523
304.02,-0.289532,5.079275,-0.704739
304.03,-0.299782,5.064592,-0.701548
304.04,-0.304598,5.066134,-0.706383
304.05,-0.303737,5.064284,-0.703293
304.06,-0.292461,5.074132,-0.699561
304.07,-0.300133,5.073738,-0.704329
304.08,-0.302748,5.070359,-0.704272
304.09,-0.293536,5.062483,-0.701446
304.1,-0.290017,5.080047,-0.697174
304.11,-0.307788,5.072567,-0.703031
304.12,-0.302338,5.062581,-0.698802
304.13,-0.296013,5.064325,-0.704957
304.14,-0.303058,5.069197,-0.701716
304.15,-0.301176,5.070792,-0.700449
304.16,-0.293077,5.070815,-0.697896
304.17,-0.29884,5.063194,-0.700418
304.18,-0.299292,5.075505,-0.702466
304.19,-0.302117,5.079824,-0.700571
304.2,-0.295436,5.079281,-0.698426
304.21,-0.300733,5.072907,-0.699238
304.22,-0.299476,5.068532,-0.699141
304.23,-0.30235,5.067048,-0.704155
304.24,-0.301391,5.068268,-0.704797
304.25,-0.305054,5.065588,-0.70328
304.26,-0.300446,5.072258,-0.704378
304.27,-0.299239,5.059375,-0.703577
304.28,-0.303701,5.053122,-0.703732
304.29,-0.306632,5.05398,-0.706419
304.3,-0.304954,5.064664,-0.709793
304.31,-0.303889,5.065732,-0.704945
304.32,-0.305142,5.060131,-0.700492
304.33,-0.302609,5.065413,-0.703152
304.34,-0.298879,5.073596,-0.706036
304.35,-0.30182,5.062889,-0.706688
304.36,-0.302443,5.064216,-0.703426
304.37,-0.301729,5.065419,-0.700137
304.38,-0.303265,5.06374,-0.698393
304.39,-0.305058,5.063892,-0.704776
304.4,-0.299377,5.070644,-0.712392
304.41,-0.301164,5.069666,-0.706195
304.42,-0.300423,5.067731,-0.698568
304.43,-0.300449,5.0754,-0.699997
304.44,-0.300537,5.08369,-0.704102
304.45,-0.303979,5.075879,-0.698638
304.46,-0.301677,5.079962,-0.700271
304.47,-0.297579,5.073946,-0.696445
304.48,-0.299483,5.071174,-0.694038
304.49,-0.300281,5.073524,-0.698229
304.5,-0.302241,5.065576,-0.698231
304.51,-0.307647,5.054062,-0.699704
304.52,-0.308137,5.055419,-0.701341
304.53,-0.308303,5.052588,-0.70321
304.54,-0.30386,5.068917,-0.700356
304.55,-0.306369,5.061649,-0.699158
304.56,-0.303359,5.055103,-0.699394
304.57,-0.30452,5.060129,-0.703203
304.58,-0.308135,5.061069,-0.701851
304.59,-0.300875,5.066686,-0.701873
304.6,-0.29696,5.07315,-0.70211
304.61,-0.302595,5.076422,-0.702894
304.62,-0.30663,5.064538,-0.701648
304.63,-0.301287,5.072038,-0.710227
304.64,-0.301962,5.071429,-0.706732
304.65,-0.301227,5.068596,-0.698225
304.66,-0.300877,5.070483,-0.699108
304.67,-0.299997,5.074905,-0.705635
304.68,-0.30349,5.065857,-0.704655
304.69,-0.30255,5.066103,-0.707054
304.7,-0.295306,5.071204,-0.697657
304.71,-0.295413,5.075178,-0.693351
304.72,-0.257169,5.150273,-0.684224
304.73,-0.293869,5.073801,-0.699983
304.74,-0.295724,5.068851,-0.701112
304.75,-0.298913,5.06908,-0.699975
304.76,-0.297584,5.07393,-0.705338
304.77,-0.298336,5.076716,-0.705062
304.78,-0.301657,5.072567,-0.707315
304.79,-0.302914,5.064532,-0.709307
304.8,-0.302691,5.071503,-0.709535
304.81,-0.301572,5.064323,-0.698568
304.82,-0.300602,5.068487,-0.688517
304.83,-0.798517,4.904712,-0.690609
304.84,-2.066881,4.458843,-0.75695
304.85,-3.503634,3.462537,-0.855233
304.86,-4.658032,2.488686,-0.887832
304.87,-5.187904,2.24231,-0.930708
304.88,-4.395156,2.650446,-0.853493
304.89,-2.033726,3.344465,-0.663135
304.9,1.296457,4.532995,-0.566782
304.91,4.707442,5.415799,-0.635988
304.92,7.524073,5.882043,-0.647973
304.93,8.28917,5.708678,-0.515422
304.94,7.213032,5.606493,-0.579457
304.95,5.646261,5.625856,-0.655807
304.96,4.917742,5.436884,-0.577214
304.97,5.083866,5.364314,-0.588818
304.98,5.779103,5.517611,-0.60401
304.99,6.541198,5.519758,-0.575603
305,7.168194,5.394419,-0.487358
305.01,7.413531,5.297187,-0.429284
305.02,7.335038,5.276387,-0.503772
305.03,7.130394,5.374672,-0.574192
305.04,6.789137,5.389304,-0.539106
305.05,6.467156,5.46893,-0.599724
305.06,6.26164,5.525616,-0.603616
305.07,6.259986,5.471395,-0.591106
305.08,6.323029,5.473456,-0.585664
305.09,6.377668,5.517951,-0.592938
305.1,6.363173,5.490173,-0.599404
305.11,6.332268,5.466638,-0.575143
305.12,6.362622,5.500624,-0.589555
305.13,6.371801,5.486386,-0.591691
305.14,6.363105,5.479592,-0.592749
305.15,6.444742,5.489564,-0.596943
305.16,6.599838,5.487996,-0.551858
305.17,6.733997,5.501975,-0.538819
305.18,6.801052,5.511233,-0.550419
305.19,6.800571,5.485772,-0.546658
305.2,6.797704,5.483449,-0.547386
305.21,6.801999,5.494275,-0.54399
305.22,6.820844,5.46971,-0.508345
305.23,6.806365,5.491192,-0.543692
305.24,6.794909,5.480656,-0.552577
305.25,6.799147,5.467862,-0.542159
305.26,6.804767,5.480332,-0.542023
305.27,6.795265,5.49122,-0.537566
305.28,6.791551,5.479534,-0.539665
305.29,6.796559,5.498631,-0.539616
305.3,6.795719,5.476113,-0.543705
305.31,6.797327,5.475547,-0.53462
305.32,6.803365,5.482614,-0.542331
305.33,6.795131,5.497813,-0.541357
305.34,6.799089,5.474524,-0.543853
305.35,6.799397,5.47457,-0.544665
305.36,6.801729,5.479143,-0.543595
305.37,6.804073,5.48349,-0.540849
305.38,6.795037,5.505667,-0.546702
305.39,6.799078,5.487997,-0.545968
305.4,6.801666,5.482301,-0.553662
305.41,6.797294,5.484938,-0.551374
305.42,6.799333,5.492969,-0.54506
305.43,6.805117,5.496452,-0.544434
305.44,6.800828,5.496059,-0.543507
305.45,6.800311,5.483932,-0.539354
305.46,6.799287,5.504083,-0.540244
305.47,6.794379,5.49888,-0.536623
305.48,6.797974,5.501754,-0.539144
305.49,6.819399,5.483616,-0.508965
305.5,6.82207,5.467802,-0.514263
305.51,6.801609,5.49008,-0.541374
305.52,6.799831,5.478384,-0.546559
305.53,6.799368,5.481499,-0.544786
305.54,6.798607,5.503132,-0.538169
305.55,6.800272,5.480287,-0.541958
305.56,6.817359,5.454036,-0.500157
305.57,6.795461,5.490348,-0.543622
305.58,6.792775,5.491,-0.548409
305.59,6.800851,5.47806,-0.54666
305.6,6.813252,5.468875,-0.501591
305.61,6.800979,5.477663,-0.543447
305.62,6.794357,5.49325,-0.544872
305.63,6.79866,5.47847,-0.546686
305.64,6.794751,5.487983,-0.544452
305.65,6.796796,5.489691,-0.542486
305.66,6.814066,5.453653,-0.503178
305.67,6.792265,5.491392,-0.539326
305.68,6.798021,5.475071,-0.542637
305.69,6.79918,5.478563,-0.541834
305.7,6.800349,5.496137,-0.542812
305.71,6.806017,5.479248,-0.543387
305.72,6.80375,5.481004,-0.54698
305.73,6.799616,5.497868,-0.54561
305.74,6.802807,5.481561,-0.548096
305.75,6.801865,5.483849,-0.546699
305.76,6.801269,5.503662,-0.540336
305.77,6.80616,5.491627,-0.549402
305.78,6.807627,5.490031,-0.547257
305.79,6.801625,5.502362,-0.545738
305.8,6.801963,5.481114,-0.551822
305.81,6.797558,5.499533,-0.542633
305.82,6.795788,5.490492,-0.542591
305.83,6.802135,5.483998,-0.552395
305.84,6.798062,5.496722,-0.543253
305.85,6.800562,5.482761,-0.539061
305.86,6.801816,5.492621,-0.538838
305.87,6.79966,5.495977,-0.541646
305.88,6.796484,5.492971,-0.543324
305.89,6.798605,5.496685,-0.544349
305.9,6.806411,5.482228,-0.545428
305.91,6.797287,5.484844,-0.540149
305.92,6.815145,5.462638,-0.503142
305.93,6.79688,5.470498,-0.557163
305.94,6.798645,5.469206,-0.554491
305.95,6.796292,5.484874,-0.551147
305.96,6.795193,5.483799,-0.551915
305.97,6.795924,5.493263,-0.553573
305.98,6.800499,5.480621,-0.558065
305.99,6.81683,5.442677,-0.509689
306,6.79705,5.480563,-0.551813
306.01,6.799222,5.487671,-0.547892
306.02,6.819372,5.472004,-0.514616
306.03,6.801212,5.4888,-0.542995
306.04,6.795407,5.476037,-0.54708
306.05,6.800602,5.479609,-0.552886
306.06,6.814554,5.455444,-0.506577
306.07,6.8018,5.485734,-0.547684
306.08,6.803379,5.484064,-0.543086
306.09,6.816233,5.4558,-0.504763
306.1,6.794065,5.478849,-0.541048
306.11,6.794548,5.4714,-0.544787
306.12,6.794493,5.478964,-0.543832
306.13,6.803977,5.487675,-0.54467
306.14,6.805928,5.498676,-0.546734
306.15,6.800369,5.490866,-0.544788
306.16,6.799412,5.485911,-0.548881
306.17,6.800713,5.485503,-0.548863
306.18,6.801974,5.49758,-0.550525
306.19,6.806381,5.4996,-0.546222
306.2,6.801927,5.514538,-0.543414
306.21,6.803051,5.487632,-0.544656
306.22,6.797179,5.491189,-0.549702
306.23,6.797789,5.505275,-0.546056
306.24,6.799407,5.505976,-0.541676
306.25,6.801096,5.489281,-0.539093
306.26,6.802413,5.509757,-0.540899
306.27,6.797594,5.505611,-0.54099
306.28,6.800185,5.507034,-0.541585
306.29,6.801213,5.498327,-0.544154
306.3,6.801202,5.485047,-0.539527
306.31,6.812954,5.470188,-0.499722
306.32,6.795839,5.501434,-0.538194
306.33,6.792562,5.491814,-0.5398
306.34,6.796104,5.47688,-0.539989
306.35,6.79403,5.489029,-0.530944
306.36,6.813189,5.447437,-0.487465
306.37,6.817457,5.446137,-0.496993
306.38,6.776743,5.502813,-0.541287
306.39,6.130454,5.544485,-0.604639
306.4,4.317002,5.410851,-0.715216
306.41,1.812567,5.809046,-0.693391
306.42,-0.462251,6.559475,-0.772779
306.43,-2.714502,7.801789,-0.833592
306.44,-4.499119,8.848938,-0.829658
306.45,-5.079968,9.16111,-0.855702
306.46,-4.492641,8.35579,-0.836029
306.47,-2.966375,7.092877,-0.807667
306.48,-1.580701,5.97346,-0.773936
306.49,-0.615537,4.850739,-0.665496
306.5,0.198979,4.834925,-0.580471
306.51,0.12511,4.730193,-0.657382
306.52,-0.297125,5.089118,-0.74436
306.53,-0.985466,5.114573,-0.753309
306.54,-1.373414,5.393716,-0.764446
306.55,-1.307688,5.629145,-0.804903
306.56,-1.105275,5.24289,-0.737807
306.57,-0.738216,4.968373,-0.674778
306.58,-0.286962,5.017982,-0.686017
306.59,-0.022386,4.991121,-0.662489
306.6,-0.020309,4.982025,-0.663701
306.61,-0.1507,5.038192,-0.693623
306.62,-0.175327,5.018378,-0.695317
306.63,-0.123636,4.990857,-0.674193
306.64,-0.115687,5.039402,-0.682161
306.65,-0.133579,5.029336,-0.686584
306.66,-0.135808,4.977258,-0.673175
306.67,-0.123962,5.021353,-0.681724
306.68,-0.122403,5.024955,-0.680971
306.69,-0.102535,4.938781,-0.634037
306.7,-0.137871,5.001307,-0.685158
306.71,-0.132125,5.024748,-0.685016
306.72,-0.129446,5.003943,-0.674316
306.73,-0.158049,5.029777,-0.683775
306.74,-0.157098,5.034652,-0.685666
306.75,-0.142976,5.022101,-0.679406
306.76,-0.19532,4.944847,-0.686729
306.77,-0.182184,5.106725,-0.675053
306.78,-0.031418,5.747778,-0.644307
306.79,0.56009,7.063451,-0.797504
306.8,1.583344,7.94672,-1.007983
306.81,2.60289,8.1788,-0.977652
306.82,2.970908,7.722705,-0.84239
306.83,2.82896,7.521415,-0.860955
306.84,2.726056,7.151702,-0.894175
306.85,3.154322,6.613073,-0.743663
306.86,3.577912,6.51951,-0.71832
306.87,3.5631,6.759398,-0.774071
306.88,3.318882,6.876204,-0.776199
306.89,3.055477,6.974766,-0.851854
306.9,2.953908,7.265063,-0.902342
306.91,3.017134,7.313442,-0.934049
306.92,3.002601,7.240311,-0.915195
306.93,2.956536,7.243476,-0.916331
306.94,2.92576,7.412656,-0.907896
306.95,3.009508,7.267134,-0.913703
306.96,2.981824,7.285081,-0.909783
