%time,field.mx,field.my,field.fz,field.t,Post E -Pre E,Avg of F,A/10^9 - E,Post H -Pre H,
1.67762E+18,-5,8,-27.44,1677303911,0.009690046,,,,
1.67762E+18,-6,8,-27.44,1677303911,0.009709835,,,,
1.67762E+18,-7,8,-27.44,1677303911,0.009580135,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009429932,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.00948,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.009469986,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.009449959,,,,
1.67762E+18,-6,8,-27.44,1677303911,0.009440184,,,,
1.67762E+18,-6,8,-27.44,1677303911,0.009459972,,,,
1.67762E+18,-6,8,-27.44,1677303911,0.009449959,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009670019,,,,
1.67762E+18,-6,7,-29.4,1677303911,0.00970006,,,,
1.67762E+18,-7,8,-31.36,1677303911,0.009709835,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.009440184,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009509802,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.00970006,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009710073,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009690046,,,,
1.67762E+18,-6,9,-29.4,1677303911,0.009509802,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009490013,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009550095,,,,
1.67762E+18,-6,8,-27.44,1677303911,0.009769917,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009690046,,,,
1.67762E+18,-6,8,-31.36,1677303911,0.017990112,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.009829998,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.040479898,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.00970006,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009870052,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009919882,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.020499945,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009660006,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.009840012,,,,
1.67762E+18,-6,8,-31.36,1677303911,0.009799957,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009870052,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.010859966,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.009670019,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.009819984,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009790182,,,,
1.67762E+18,-7,8,-31.36,1677303911,0.010179996,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.010259867,,,,
1.67762E+18,-6,8,-31.36,1677303911,0.009840012,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.009880066,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009799957,,,,
1.67762E+18,-6,8,-29.4,1677303911,0.009880066,,,,
1.67762E+18,-7,8,-31.36,1677303911,0.010149956,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.009900093,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.009869814,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.009740114,,,,
1.67762E+18,-7,8,-29.4,1677303911,0.009649992,,,,
1.67762E+18,-6,8,-29.4,1677303911,,,,,
1.67762E+18,-7,8,-29.4,1677303911,,,,,
1.67762E+18,-7,7,-29.4,1677303911,,,,,
1.67762E+18,-6,8,-29.4,1677303911,,,,,
1.67762E+18,-7,7,-29.4,1677303911,,,,,
1.67762E+18,-7,8,-29.4,1677303911,,,,,
1.67762E+18,-7,8,-29.4,1677303911,,,,,
1.67762E+18,-6,8,-29.4,1677303911,,,,,
1.67762E+18,-6,8,-29.4,1677303911,,,,,
1.67762E+18,-7,7,-29.4,1677303911,,,,,
1.67762E+18,-7,8,-29.4,1677303911,,,,,
1.67762E+18,-7,8,-29.4,1677303911,,,,,
1.67762E+18,-7,8,-29.4,1677303911,,,,,
1.67762E+18,-7,8,-29.4,1677303911,,,,,
1.67762E+18,-7,8,-29.4,1677303911,,,,,
1.67762E+18,-6,9,-29.4,1677303911,,,,,
1.67762E+18,-6,8,-29.4,1677303911,,,,,
1.67762E+18,-7,7,-29.4,1677303911,,,,,
1.67762E+18,-7,8,-29.4,1677303911,,,,,
1.67762E+18,-7,8,-29.4,1677303911,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,9,-29.4,1677303912,,,,,
1.67762E+18,-7,7,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,7,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-31.36,1677303912,,,,,
1.67762E+18,-7,8,-31.36,1677303912,,,,,
1.67762E+18,-6,8,-31.36,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-31.36,1677303912,,,,,
1.67762E+18,-7,8,-31.36,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,9,-29.4,1677303912,,,,,
1.67762E+18,-7,7,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-27.44,1677303912,,,,,
1.67762E+18,-6,7,-27.44,1677303912,,,,,
1.67762E+18,-7,7,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-31.36,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,9,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,9,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-27.44,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,7,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-7,7,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,7,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-31.36,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,7,-31.36,1677303912,,,,,
1.67762E+18,-7,8,-31.36,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-27.44,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-27.44,1677303912,,,,,
1.67762E+18,-6,9,-29.4,1677303912,,,,,
1.67762E+18,-5,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-27.44,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-31.36,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-31.36,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-27.44,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-27.44,1677303912,,,,,
1.67762E+18,-5,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-27.44,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-31.36,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303912,,,,,
1.67762E+18,-6,8,-29.4,1677303912,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-6,9,-27.44,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,9,-29.4,1677303913,,,,,
1.67762E+18,-6,7,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,9,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-31.36,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-5,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-31.36,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-6,9,-29.4,1677303913,,,,,
1.67762E+18,-5,8,-29.4,1677303913,,,,,
1.67762E+18,-6,9,-29.4,1677303913,,,,,
1.67762E+18,-7,7,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-31.36,1677303913,,,,,
1.67762E+18,-6,9,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-5,8,-29.4,1677303913,,,,,
1.67762E+18,-7,7,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-31.36,1677303913,,,,,
1.67762E+18,-7,8,-31.36,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-31.36,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-5,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-6,9,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-27.44,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,9,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-31.36,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-27.44,1677303913,,,,,
1.67762E+18,-6,8,-27.44,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-31.36,1677303913,,,,,
1.67762E+18,-7,8,-31.36,1677303913,,,,,
1.67762E+18,-7,7,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-31.36,1677303913,,,,,
1.67762E+18,-6,9,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-27.44,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-31.36,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,7,-31.36,1677303913,,,,,
1.67762E+18,-7,8,-31.36,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-31.36,1677303913,,,,,
1.67762E+18,-7,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,7,-29.4,1677303913,,,,,
1.67762E+18,-6,8,-29.4,1677303913,,,,,
1.67762E+18,-7,7,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-31.36,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-27.44,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-27.44,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-7,7,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-31.36,1677303914,,,,,
1.67762E+18,-7,7,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-27.44,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-6,7,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-6,9,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-27.44,1677303914,,,,,
1.67762E+18,-6,8,-27.44,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-31.36,1677303914,,,,,
1.67762E+18,-6,9,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-27.44,1677303914,,,,,
1.67762E+18,-7,8,-31.36,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-27.44,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-31.36,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-5,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-31.36,1677303914,,,,,
1.67762E+18,-6,9,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-31.36,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-7,7,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-6,9,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,9,-29.4,1677303914,,,,,
1.67762E+18,-5,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-31.36,1677303914,,,,,
1.67762E+18,-7,8,-31.36,1677303914,,,,,
1.67762E+18,-7,8,-31.36,1677303914,,,,,
1.67762E+18,-7,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-31.36,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-7,8,-31.36,1677303914,,,,,
1.67762E+18,-6,8,-29.4,1677303914,,,,,
1.67762E+18,-6,9,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-31.36,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-31.36,1677303915,,,,,
1.67762E+18,-5,8,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-31.36,1677303915,,,,,
1.67762E+18,-7,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-31.36,1677303915,,,,,
1.67762E+18,-6,9,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-31.36,1677303915,,,,,
1.67762E+18,-6,8,-31.36,1677303915,,,,,
1.67762E+18,-6,9,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-27.44,1677303915,,,,,
1.67762E+18,-6,9,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-27.44,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-6,8,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-29.4,1677303915,,,,,
1.67762E+18,-7,8,-27.44,1677303915,,,,,
1.67762E+18,-7,8,-17.64,1677303915,,,,,
1.67762E+18,-6,8,-15.68,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-19.6,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-6,9,-17.64,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-17.64,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-5,8,-17.64,1677303915,,,,,
1.67762E+18,-6,7,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-19.6,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-19.6,1677303915,,,,,
1.67762E+18,-7,7,-17.64,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-5,8,-17.64,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-17.64,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-17.64,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-17.64,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
1.67762E+18,-7,8,-17.64,1677303915,,,,,
1.67762E+18,-6,8,-17.64,1677303915,,,,,
