time,index,ankle_angle,ankle_angle,ankle_angle,imu_ang_vel,imu_ang_vel,imu_ang_vel
13-34-42-927116,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-938116,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-947119,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-42-957120,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-969116,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-977117,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-987121,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-42-997126,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-008634,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-016674,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-027678,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-037635,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-046672,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-056672,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-066672,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-076673,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-087636,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-096679,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-107270,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-118267,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-128228,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-137266,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-147274,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-157267,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-168269,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-178270,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-188268,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-197274,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-207900,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-216902,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-227898,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-236900,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-246900,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-257866,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-266903,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-276905,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-287899,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-297908,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -135.24]
13-34-43-307491,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-43-317458,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-43-327457,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-43-337491,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-43-347456,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-43-358459,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -135.24]
13-34-43-368453,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-378968,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-387969,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-397977,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-407489,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -137.2]
13-34-43-416488,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -123.48]
13-34-43-427489,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -123.48]
13-34-43-436528,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -123.48]
13-34-43-446525,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -123.48]
13-34-43-457530,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -123.48]
13-34-43-467487,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -125.44]
13-34-43-477487,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -125.44]
13-34-43-486492,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -125.44]
13-34-43-496504,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -125.44]
13-34-43-508025,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -125.44]
13-34-43-517058,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-527065,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-538023,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-548022,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-559021,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-569023,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-579020,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -123.48]
13-34-43-587022,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -123.48]
13-34-43-597026,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -123.48]
13-34-43-607539,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -123.48]
13-34-43-616539,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -123.48]
13-34-43-626542,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -123.48]
13-34-43-637538,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -123.48]
13-34-43-647539,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -123.48]
13-34-43-657540,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -123.48]
13-34-43-667538,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -123.48]
13-34-43-676856,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -123.48]
13-34-43-686895,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-696899,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-707417,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-718378,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-728375,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-737378,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-748377,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-758412,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-768391,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-777386,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[2.0, -4.0, -125.44]
13-34-43-787384,7.6 0,7.6 0,[0.],[0.],[0.],[0.],[3.0, -4.0, -123.48]
